2005057,6,5,15,10,30,31,13
2005058,6,21,26,10,25,4,10
2005059,24,7,11,18,14,29,7
2005060,33,25,9,21,12,31,13
2005061,9,24,23,14,21,5,1
2005062,2,11,23,12,7,20,7
2005063,18,30,2,13,22,11,4
2005064,18,32,30,10,27,23,8
2005065,12,16,21,17,23,22,16
2005066,2,4,10,25,28,11,5
2005067,16,26,21,3,20,12,16
2005068,33,1,25,8,13,10,13
2005069,33,7,31,24,9,21,12
2005070,4,8,26,14,16,3,4
2005071,8,16,14,12,4,22,10
2005072,20,6,24,33,10,19,11
2005073,1,9,6,8,18,20,1
2005074,29,26,6,18,9,20,9
2005075,16,18,11,13,31,14,14
2005076,4,22,28,11,25,9,13
2005077,22,17,33,24,8,32,16
2005078,15,20,32,26,3,11,11
2005079,24,28,25,3,9,20,5
2005080,14,12,32,26,27,1,16
2005081,10,2,30,26,12,4,3
2005082,7,1,19,20,11,14,12
2005083,5,16,9,3,14,30,13
2005084,1,7,15,2,20,19,3
2005085,22,14,8,13,9,20,12
2005086,24,11,7,12,27,29,12
2005087,23,15,16,8,9,26,8
2005088,24,18,3,20,7,1,7
2005089,5,26,19,31,23,20,12
2005090,9,21,25,29,1,32,3
2005091,27,12,26,15,11,1,13
2005092,8,31,19,28,26,13,10
2005093,23,6,29,25,17,4,14
2005094,33,27,3,5,9,23,3
2005095,12,28,9,29,18,21,5
2005096,26,17,4,33,5,18,4
2005097,28,10,5,27,30,23,15
2005098,33,15,12,31,22,19,1
2005099,16,13,31,10,24,22,9
2005100,4,2,31,9,14,16,3
2005101,22,9,19,21,16,24,12
2005102,14,6,5,24,2,31,12
2005103,4,18,30,16,23,7,7
2005104,4,2,23,21,30,33,9
2005105,23,15,32,4,33,30,3
2005106,13,31,1,11,24,26,13
2005107,9,25,26,24,10,20,11
2005108,12,30,29,10,3,24,6
2005109,31,3,17,15,5,13,4
2005110,25,16,19,24,7,10,9
2005111,7,29,3,19,16,15,9
2005112,30,29,4,28,12,22,16
2005113,26,18,27,22,20,15,3
2005114,15,21,10,27,7,6,6
2005115,33,18,3,12,23,30,2
2005116,15,30,14,6,8,4,10
2005117,28,22,27,6,17,32,3
2005118,15,4,9,26,12,31,16
2005119,1,20,11,18,22,7,2
2005120,18,6,1,13,32,30,14
2005121,32,31,7,25,1,20,12
2005122,32,14,1,30,4,7,9
2005123,13,18,12,25,11,17,7
2005124,5,31,6,19,33,10,11
2005125,6,31,14,18,32,28,3
2005126,13,26,19,8,25,2,9
2005127,4,25,11,23,6,14,12
2005128,14,23,29,2,4,33,15
2005129,14,20,10,27,5,33,3
2005130,25,20,15,9,3,5,16
2005131,2,12,7,10,11,24,3
2005132,18,10,4,29,27,2,15
2005133,18,14,7,1,25,16,11
2005134,4,13,26,14,30,18,1
2005135,13,1,15,5,25,21,11
2005136,27,16,5,25,14,18,13
2005137,9,23,33,25,15,3,12
2005138,3,20,5,22,11,6,13
2005139,2,33,7,23,20,32,10
2005140,4,8,12,17,7,6,7
2005141,3,16,19,5,12,8,15
2005142,7,17,10,29,22,12,5
2005143,10,17,32,3,15,20,8
2005144,15,19,14,1,27,8,9
2005145,20,28,7,3,17,8,15
2005146,7,24,11,28,19,20,2
2005147,7,28,6,15,30,27,10
2005148,3,29,15,23,24,17,13
2005149,16,11,25,23,21,32,7
2005150,14,20,18,10,3,7,2
2005151,19,4,13,12,30,11,5
2005152,12,27,14,5,21,1,3
2005153,7,4,5,21,26,29,1
2006001,28,12,15,21,19,1,3
2006002,13,28,7,21,26,16,9
2006003,16,4,5,2,6,20,12
2006004,4,8,17,27,31,28,7
2006005,19,24,20,27,3,26,11
2006006,32,22,8,26,21,23,14
2006007,32,27,33,16,18,4,7
2006008,18,28,5,3,32,9,16
2006009,26,8,5,20,30,6,6
2006010,4,29,6,19,12,27,8
2006011,31,8,5,27,7,14,11
2006012,31,9,11,33,13,27,10
2006013,16,5,1,21,6,12,11
2006014,32,33,14,29,6,26,7
2006015,29,9,32,2,3,15,3
2006016,1,7,17,23,30,13,16
2006017,31,8,33,4,32,3,2
2006018,17,26,24,14,1,13,5
2006019,22,13,32,6,26,4,7
2006020,26,21,23,5,29,9,6
2006021,21,22,1,2,20,5,9
2006022,4,3,16,13,27,2,13
2006023,13,14,4,19,23,28,8
2006024,2,11,27,9,7,21,6
2006025,24,3,17,4,19,32,5
2006026,2,1,32,29,22,18,3
2006027,27,6,8,11,16,14,15
2006028,14,7,27,16,17,5,4
2006029,4,14,3,7,19,9,8
2006030,32,20,15,8,13,17,14
2006031,16,32,3,10,31,12,14
2006032,24,20,26,18,5,31,9
2006033,15,23,27,31,22,20,6
2006034,33,16,10,2,17,15,13
2006035,3,29,9,13,21,27,13
2006036,10,7,4,17,16,21,9
2006037,32,25,12,2,24,23,14
2006038,19,2,17,30,22,14,10
2006039,19,31,32,16,28,22,3
2006040,25,15,26,28,33,22,3
2006041,28,18,16,21,10,3,4
2006042,26,3,28,16,31,23,11
2006043,32,16,12,13,5,23,3
2006044,10,21,2,18,30,31,5
2006045,21,7,6,20,10,14,4
2006046,32,18,29,31,13,23,8
2006047,17,32,2,20,28,22,3
2006048,19,29,32,25,9,13,12
2006049,10,12,20,6,17,13,3
2006050,15,31,25,12,6,2,7
2006051,30,27,2,7,17,6,16
2006052,27,32,26,24,30,11,3
2006053,28,31,17,1,27,11,2
2006054,3,10,7,5,28,30,4
2006055,4,31,28,5,29,33,11
2006056,13,25,21,11,23,15,8
2006057,18,3,17,4,21,31,8
2006058,12,24,22,1,25,23,14
2006059,17,27,29,10,5,15,11
2006060,30,19,15,32,5,23,14
2006061,19,25,5,30,13,17,11
2006062,30,18,24,26,22,23,1
2006063,23,24,15,21,4,5,8
2006064,28,3,12,24,21,14,11
2006065,8,30,29,17,28,4,13
2006066,18,33,11,6,30,8,5
2006067,8,7,16,11,24,17,13
2006068,10,30,14,33,3,7,10
2006069,20,16,29,30,22,5,8
2006070,13,20,3,11,2,27,2
2006071,29,31,19,11,5,12,1
2006072,20,21,3,2,5,24,8
2006073,16,13,18,29,5,27,12
2006074,19,3,33,1,25,15,4
2006075,22,23,21,25,10,33,11
2006076,32,29,17,21,4,10,14
2006077,19,13,9,12,8,33,9
2006078,5,22,17,33,31,3,12
2006079,11,6,20,17,13,32,8
2006080,26,22,15,29,17,20,9
2006081,14,18,21,16,22,32,4
2006082,15,3,13,28,29,23,9
2006083,18,29,9,19,26,7,10
2006084,12,17,21,25,28,1,12
2006085,18,6,21,24,25,2,8
2006086,6,10,4,31,26,24,6
2006087,9,12,8,4,30,5,5
2006088,25,3,11,24,20,26,1
2006089,1,16,22,13,18,19,1
2006090,20,2,11,15,23,29,11
2006091,8,12,22,7,24,21,7
2006092,8,2,20,21,16,11,14
2006093,16,19,12,23,18,2,5
2006094,17,18,33,16,24,15,13
2006095,29,17,3,20,21,1,16
2006096,33,9,18,13,5,1,14
2006097,11,20,14,15,26,27,12
2006098,10,6,7,11,18,23,16
2006099,12,24,27,18,9,23,5
2006100,32,30,26,18,1,11,3
2006101,12,9,27,26,28,20,16
2006102,19,20,24,13,1,4,11
2006103,28,12,31,25,14,15,6
2006104,7,3,22,28,31,27,11
2006105,15,14,31,5,12,20,1
2006106,2,28,12,19,14,33,10
2006107,30,13,8,1,17,6,7
2006108,8,6,30,24,2,20,9
2006109,5,18,17,1,26,23,13
2006110,14,33,18,12,9,27,13
2006111,11,8,22,1,17,16,15
2006112,13,33,31,15,4,9,11
2006113,14,18,28,5,33,17,2
2006114,29,27,8,20,14,10,16
2006115,1,29,26,20,28,10,15
2006116,33,21,32,22,5,16,9
2006117,20,22,23,26,14,6,9
2006118,1,7,8,3,30,10,5
2006119,1,20,30,27,2,14,2
2006120,8,15,6,24,33,14,9
2006121,4,3,6,33,31,27,6
2006122,24,6,5,22,8,4,3
2006123,20,2,25,3,28,32,6
2006124,31,18,13,32,14,12,13
2006125,19,33,32,30,23,15,6
2006126,2,16,24,33,8,13,9
2006127,11,3,17,19,4,30,1
2006128,30,21,33,15,31,4,5
2006129,29,18,22,14,27,9,12
2006130,12,32,30,22,1,21,2
2006131,4,9,26,33,3,22,1
2006132,26,33,14,6,30,22,1
2006133,29,4,20,31,25,6,3
2006134,13,30,28,26,18,10,12
2006135,23,19,4,22,21,31,4
2006136,15,24,22,21,11,17,5
2006137,14,31,27,10,17,21,9
2006138,4,11,9,26,17,18,8
2006139,7,8,14,23,21,25,5
2006140,23,8,18,1,19,11,5
2006141,25,31,22,18,16,23,11
2006142,27,10,26,22,16,19,16
2006143,29,1,15,31,32,20,8
2006144,22,4,29,13,10,16,6
2006145,2,7,23,31,26,28,7
2006146,28,23,30,9,3,13,5
2006147,1,17,31,15,27,4,1
2006148,8,12,13,23,29,4,1
2006149,5,2,15,32,11,3,15
2006150,27,25,9,18,8,12,12
2006151,4,22,3,6,16,1,8
2006152,1,20,25,31,14,27,15
2006153,30,33,1,20,11,7,10
2006154,7,18,14,30,20,33,13
2007001,26,2,20,10,9,4,14
2007002,22,20,6,14,21,5,1
2007003,5,22,9,27,11,12,15
2007004,25,3,33,7,10,13,10
2007005,6,24,16,1,5,30,12
2007006,27,14,6,22,26,10,11
2007007,32,15,4,17,22,12,14
2007008,4,25,18,5,19,1,10
2007009,15,4,27,2,25,14,15
2007010,32,30,17,8,14,3,5
2007011,3,33,25,28,15,10,16
2007012,5,3,28,21,26,7,4
2007013,5,32,27,15,29,18,5
2007014,24,13,16,1,20,26,9
2007015,4,30,3,22,18,8,15
2007016,18,1,22,20,26,33,5
2007017,25,9,24,10,5,32,14
2007018,26,21,20,1,12,18,11
2007019,23,11,31,4,29,16,14
2007020,20,5,31,10,28,16,14
2007021,11,25,3,6,31,9,13
2007022,7,10,27,2,18,4,10
2007023,13,33,3,7,17,32,2
2007024,27,25,9,17,32,8,6
2007025,18,26,3,22,16,23,3
2007026,16,4,29,14,26,1,10
2007027,24,22,3,9,27,2,11
2007028,3,20,13,30,8,29,11
2007029,19,6,8,21,11,9,10
2007030,30,16,27,22,3,21,4
2007031,4,19,12,6,31,10,1
2007032,8,16,32,24,4,30,16
2007033,18,4,3,17,11,28,9
2007034,14,2,9,12,25,23,16
2007035,31,1,29,12,8,4,6
2007036,3,21,23,14,30,31,10
2007037,23,10,11,31,16,33,16
2007038,11,30,21,3,14,19,5
2007039,27,24,7,6,29,19,1
2007040,19,30,14,13,24,15,10
2007041,3,9,31,26,1,11,12
2007042,19,3,32,16,13,33,8
2007043,3,30,10,14,11,8,5
2007044,9,24,21,20,13,32,8
2007045,28,12,30,21,18,1,10
2007046,6,19,26,9,7,2,14
2007047,4,23,16,2,18,30,6
2007048,2,12,11,17,28,15,12
2007049,4,33,19,31,14,18,2
2007050,25,13,18,5,1,8,2
2007051,14,33,3,27,26,16,13
2007052,3,2,8,7,26,29,7
2007053,13,17,18,16,27,10,11
2007054,28,16,18,23,3,1,5
2007055,28,29,22,2,6,11,2
2007056,32,21,31,14,17,29,12
2007057,19,11,18,20,21,5,9
2007058,25,8,10,7,13,27,7
2007059,4,1,3,6,29,7,14
2007060,29,8,19,1,2,16,5
2007061,7,11,20,6,23,1,5
2007062,30,8,17,20,33,29,9
2007063,15,28,24,17,10,26,12
2007064,21,9,2,23,6,16,16
2007065,21,19,31,25,7,4,7
2007066,32,33,11,24,16,5,8
2007067,11,13,23,6,21,17,11
2007068,23,18,19,11,28,22,1
2007069,32,12,4,3,14,11,12
2007070,18,30,15,6,17,8,12
2007071,1,14,21,31,6,30,9
2007072,4,13,14,33,2,8,16
2007073,11,28,5,31,9,19,2
2007074,28,13,27,25,15,8,3
2007075,17,22,32,13,16,30,3
2007076,6,16,15,12,20,31,2
2007077,14,28,6,8,21,29,2
2007078,7,23,4,6,25,32,1
2007079,20,25,3,14,21,4,14
2007080,18,8,29,16,1,19,4
2007081,24,33,19,15,9,14,13
2007082,32,17,5,15,25,18,15
2007083,14,21,11,18,26,20,5
2007084,14,20,12,6,27,10,10
2007085,30,2,29,19,17,12,12
2007086,8,5,29,27,22,14,16
2007087,21,3,5,4,8,1,9
2007088,28,2,33,4,10,29,6
2007089,19,28,8,7,3,15,3
2007090,30,31,27,5,13,11,2
2007091,30,11,32,17,31,2,7
2007092,24,14,23,18,22,33,9
2007093,13,5,10,19,29,15,2
2007094,19,3,24,18,5,32,2
2007095,8,6,32,18,1,29,7
2007096,32,22,10,9,20,30,8
2007097,4,13,26,18,30,8,11
2007098,3,2,19,11,5,20,12
2007099,31,3,33,4,27,14,5
2007100,18,27,29,30,32,8,6
2007101,18,16,15,22,30,21,14
2007102,18,8,33,6,4,20,11
2007103,25,7,27,32,30,9,1
2007104,20,8,12,14,32,2,4
2007105,17,7,10,29,23,2,14
2007106,12,18,21,24,25,29,8
2007107,28,9,8,2,24,18,10
2007108,33,12,7,20,13,3,2
2007109,1,7,14,13,4,8,4
2007110,7,4,15,28,2,24,3
2007111,17,9,12,13,2,10,11
2007112,16,7,32,14,25,11,11
2007113,18,23,31,25,26,4,10
2007114,27,12,15,5,33,24,5
2007115,16,20,1,26,10,5,2
2007116,11,5,7,27,17,3,13
2007117,32,7,26,10,9,3,1
2007118,32,18,4,25,16,10,15
2007119,31,8,25,3,11,13,12
2007120,12,7,18,11,6,25,1
2007121,21,3,28,22,10,27,6
2007122,7,4,32,24,26,19,9
2007123,28,1,23,13,15,32,2
2007124,19,3,32,7,13,16,16
2007125,5,33,3,27,18,20,1
2007126,31,26,10,19,9,23,9
2007127,28,13,9,24,16,6,11
2007128,27,21,31,19,10,9,5
2007129,7,20,22,21,5,30,8
2007130,5,9,31,27,3,11,4
2007131,5,22,7,3,27,16,5
2007132,22,23,1,21,9,16,5
2007133,6,33,13,11,7,3,10
2007134,1,10,4,18,13,25,15
2007135,11,16,1,31,33,26,16
2007136,25,1,18,2,21,29,14
2007137,20,8,22,7,18,3,3
2007138,25,17,19,3,2,15,16
2007139,6,16,14,10,22,12,6
2007140,1,5,22,26,16,21,11
2007141,3,31,6,2,17,4,8
2007142,30,25,20,26,11,27,8
2007143,24,26,22,1,23,6,4
2007144,8,28,14,32,25,23,16
2007145,31,11,25,9,8,12,11
2007146,18,4,30,24,22,26,9
2007147,24,26,18,7,3,27,4
2007148,28,3,17,16,23,9,7
2007149,1,19,30,28,17,22,3
2007150,13,11,3,5,24,19,5
2007151,11,23,6,25,10,1,2
2007152,30,17,21,29,11,33,8
2007153,4,1,31,20,19,25,15
2008001,14,29,4,9,7,2,3
2008002,4,18,22,25,3,29,9
2008003,17,8,6,13,11,19,12
2008004,29,27,8,4,23,22,8
2008005,3,24,25,22,15,5,15
2008006,18,27,14,22,16,1,14
2008007,30,22,13,17,23,1,11
2008008,2,16,27,15,23,26,7
2008009,21,31,32,9,30,29,16
2008010,3,8,27,17,21,11,9
2008011,17,14,30,21,32,2,3
2008012,20,5,3,16,4,30,13
2008013,28,8,2,15,16,22,10
2008014,11,31,3,21,17,9,14
2008015,33,8,6,29,11,16,3
2008016,14,3,21,29,12,33,13
2008017,20,22,2,7,17,5,2
2008018,33,23,6,5,2,26,13
2008019,31,9,11,2,17,27,5
2008020,28,30,15,10,3,13,3
2008021,12,26,20,28,19,9,15
2008022,28,24,32,12,20,18,5
2008023,18,25,32,8,16,26,2
2008024,28,20,26,30,11,21,13
2008025,17,8,21,19,16,18,14
2008026,5,29,17,19,32,27,3
2008027,18,23,24,26,19,15,13
2008028,26,1,32,29,13,21,10
2008029,9,1,14,22,29,32,12
2008030,15,28,18,19,20,6,11
2008031,6,31,21,3,11,15,13
2008032,14,21,28,16,23,5,13
2008033,18,30,33,12,17,31,4
2008034,3,29,5,9,21,11,9
2008035,18,7,29,14,11,17,16
2008036,18,2,28,23,6,13,16
2008037,1,22,12,31,24,28,6
2008038,10,3,9,11,19,15,13
2008039,7,13,1,10,22,29,1
2008040,25,22,27,6,28,13,9
2008041,27,22,20,23,11,8,4
2008042,12,9,24,4,3,11,1
2008043,33,16,22,10,27,3,14
2008044,26,9,29,5,20,7,9
2008045,21,10,32,13,1,29,4
2008046,16,18,28,24,33,15,15
2008047,14,22,13,12,9,20,10
2008048,30,27,32,11,21,18,1
2008049,13,3,10,25,12,19,4
2008050,27,11,1,26,19,24,3
2008051,4,8,1,13,10,33,11
2008052,31,2,29,23,10,17,10
2008053,21,12,19,20,6,27,4
2008054,2,16,17,25,6,20,7
2008055,26,16,23,11,19,31,4
2008056,8,30,22,23,13,25,7
2008057,26,19,21,30,20,28,8
2008058,27,21,12,31,1,29,11
2008059,6,15,2,32,29,31,16
2008060,32,30,6,8,17,7,3
2008061,2,5,12,1,31,26,6
2008062,17,24,27,6,13,8,15
2008063,14,9,5,17,11,16,15
2008064,1,12,7,2,9,18,12
2008065,13,30,19,31,15,5,5
2008066,7,21,22,30,12,29,8
2008067,19,11,10,26,33,15,13
2008068,5,23,29,17,7,27,7
2008069,8,5,26,17,20,30,10
2008070,12,33,6,15,18,5,13
2008071,21,1,26,27,6,28,9
2008072,18,1,5,22,10,30,9
2008073,22,13,28,33,9,1,8
2008074,24,19,15,11,20,1,9
2008075,18,22,1,14,30,8,3
2008076,18,11,5,13,7,2,11
2008077,30,26,4,12,33,22,9
2008078,13,30,16,26,33,6,1
2008079,32,5,20,4,3,10,9
2008080,14,4,25,29,22,32,14
2008081,25,31,18,13,12,2,4
2008082,8,4,26,21,10,12,9
2008083,9,29,7,8,18,32,9
2008084,20,13,4,30,7,29,16
2008085,24,1,20,12,4,29,15
2008086,27,10,26,30,4,5,12
2008087,30,1,29,31,7,26,6
2008088,6,17,8,23,16,1,5
2008089,22,27,3,16,11,6,11
2008090,14,19,2,24,18,7,1
2008091,31,23,3,12,14,32,10
2008092,28,27,30,18,3,1,5
2008093,26,16,4,10,12,28,7
2008094,28,1,15,23,16,4,14
2008095,8,14,21,29,28,3,3
2008096,8,6,27,24,12,31,14
2008097,6,16,17,3,8,9,13
2008098,11,10,6,7,15,30,1
2008099,24,23,22,15,16,10,7
2008100,8,14,21,28,27,17,14
2008101,26,17,21,30,9,28,4
2008102,7,32,3,25,12,21,5
2008103,22,12,33,16,1,18,4
2008104,31,24,3,6,8,17,1
2008105,27,19,5,17,28,32,2
